ID1 ID2 UDdiam LDdiam e_LDdiam Band mu-lambda Method BandCode Notes BibCode Com CADARS SimbadName _RA _DE
HD174694 "" 1.243 "" 0.015 H "" 1 7 "time serie of pulsating peculiar cepheid (W Virginis)" 2015A&A...576A..64B "" 3 HD174694 284.23763 -67.23349
HD174694 "" 1.101 "" 0.016 H "" 1 7 "time serie of pulsating peculiar cepheid (W Virginis)" 2015A&A...576A..64B "" 3 HD174694 284.23763 -67.23349
HD174694 "" 0.976 "" 0.016 H "" 1 7 "time serie of pulsating peculiar cepheid (W Virginis)" 2015A&A...576A..64B "" 3 HD174694 284.23763 -67.23349
HD174694 "" 1.159 "" 0.015 H "" 1 7 "time serie of pulsating peculiar cepheid (W Virginis)" 2015A&A...576A..64B "" 3 HD174694 284.23763 -67.23349
HD174694 "" 1.101 "" 0.014 H "" 1 7 "time serie of pulsating peculiar cepheid (W Virginis)" 2015A&A...576A..64B "" 3 HD174694 284.23763 -67.23349
HD174694 "" 1.262 "" 0.014 H "" 1 7 "time serie of pulsating peculiar cepheid (W Virginis)" 2015A&A...576A..64B "" 3 HD174694 284.23763 -67.23349
HD174694 "" 1.057 "" 0.014 H "" 1 7 "time serie of pulsating peculiar cepheid (W Virginis)" 2015A&A...576A..64B "" 3 HD174694 284.23763 -67.23349
HD174694 "" 1.222 "" 0.014 H "" 1 7 "time serie of pulsating peculiar cepheid (W Virginis)" 2015A&A...576A..64B "" 3 HD174694 284.23763 -67.23349
HD174694 "" 1.273 "" 0.014 H "" 1 7 "time serie of pulsating peculiar cepheid (W Virginis)" 2015A&A...576A..64B "" 3 HD174694 284.23763 -67.23349
HD174694 "" 1.111 "" 0.014 H "" 1 7 "time serie of pulsating peculiar cepheid (W Virginis)" 2015A&A...576A..64B "" 3 HD174694 284.23763 -67.23349
HD174694 "" 1.026 "" 0.014 H "" 1 7 "time serie of pulsating peculiar cepheid (W Virginis)" 2015A&A...576A..64B "" 3 HD174694 284.23763 -67.23349
HD158643 "51 Oph" 0.6 "" 0.05 Halpha "" 1 4 "Major axis UD of Be star" 2015A&A...579A..81J "" 0 HD158643 262.85398 -23.96264
HD158643 "51 Oph" 0.42 "" 0.01 Halpha "" 1 4 "Minor axis UD of Be star" 2015A&A...579A..81J "" 0 HD158643 262.85398 -23.96264
HD118022 "78 Vir" 0.334 0.346 0.006 "700 nm" "" 1 4 "Coefficient in 2011A&A...529A..75C, u(R)=0.428. VEGA instrument." 2015A&A...579A..85P "" 5 HD118022 203.53305 3.65896
HD69830 "" 0.656 0.674 0.014 1.67 0.352 1 7 "ld coeff from 2000A&A...363.1081C" 2015ApJ...800..115T "" 2 HD69830 124.59978 -12.63217
HD117176 "70 Vir" 0.967 0.998 0.004 H "" 1 7 "H band LD coefficients from 2011A&A...529A..75C" 2015ApJ...806...60K "" 5 HD117176 202.10754 13.77879
HD62044 "" 2.335 2.417 0.007 H "" 1 7 "limb-darkening power law exponent of alpha = 0.27. Ellipsoidal star. Primary major-to-minor axis ratio: 1.02 p/m 0.03" 2015ApJ...807...23R "" 2 HD62044 115.82803 28.88351
HD175306 "o Dra A" 2.115 2.189 0.007 H "" 1 7 "limb-darkening power law exponent of alpha = 0.27. Ellipsoidal star. Primary major-to-minor axis ratio: 1.01 p/m 0.03" 2015ApJ...809..159R "" 1 HD175306 282.80039 59.38835
HD103287 Phecda "" 0.922 0.11 K "" 1 8 "Average LD of two surface models of rapid rotating stars (gravity darkening). Reported error is LD * (1-P/A) (where P is polar radius and A average radius) if  > quoted average LDD error." 2015ApJ...813...58J "" 6 HD103287 178.45770 53.69476
HD106591 Megrez "" 0.804 0.09 H "" 1 7 "Average LD of two surface models of rapid rotating stars (gravity darkening). Reported error is LD * (1-P/A) (where P is polar radius and A average radius) if  > quoted average LDD error." 2015ApJ...813...58J "" 6 HD106591 183.85650 57.03262
HD116842 Alcor "" 0.6845 0.044 H "" 1 7 "Average LD of two surface models of rapid rotating stars (gravity darkening). Reported error is LD * (1-P/A) (where P is polar radius and A average radius) if  > quoted average LDD error." 2015ApJ...813...58J "" 8 HD116842 201.30641 54.98796
HD141003 Chow "" 0.679 0.07 H "" 1 7 "Average LD of two surface models of rapid rotating stars (gravity darkening). Reported error is LD * (1-P/A) (where P is polar radius and A average radius) if  > quoted average LDD error." 2015ApJ...813...58J "" 3 HD141003 236.54689 15.42183
HD177196 "16 Lyr" "" 0.4065 0.05 R "" 1 4 "Average LD of two surface models of rapid rotating stars (gravity darkening). Reported error is LD * (1-P/A) (where P is polar radius and A average radius) if  > quoted average LDD error. PAVO instrument." 2015ApJ...813...58J "" 0 HD177196 285.35993 46.93476
HD180777 "59 Dra" "" 0.5085 0.011 R "" 1 4 "Average LD of two surface models of rapid rotating stars (gravity darkening). Reported error is LD * (1-P/A) (where P is polar radius and A average radius) if  > quoted average LDD error. PAVO instrument." 2015ApJ...813...58J "" 3 HD180777 287.29117 76.56050
HD189733 "" 0.36 0.3848 0.0046 1.67 0.67 1 7 "ld coefficients from 2011A&A...529A..75C" 2015MNRAS.447..846B "" 0 HD189733 300.18214 22.71085
HD209458 "" 0.2147 0.2254 0.0066 1.67 0.55 1 7 "ld coefficients from 2011A&A...529A..75C" 2015MNRAS.447..846B "" 0 HD209458 330.79489 18.88432
HD189733 "" 0.36 0.3848 0.0046 R "" 1 4 "PAVO measurements" 2015MNRAS.447..846B "" 0 HD189733 300.18214 22.71085
HD209458 "" 0.2147 0.2254 0.0066 R "" 1 4 "PAVO measurements" 2015MNRAS.447..846B "" 0 HD209458 330.79489 18.88432
HD3651 "" 0.687 0.722 0.007 H 0.537 1 7 "LD coeff from 2011A&A...529A..75C" 2016A&A...586A..94L "" 5 HD3651 9.84086 21.25048
HD9826 "" 1.119 1.161 0.026 H 0.425 1 7 "LD coeff from 2011A&A...529A..75C" 2016A&A...586A..94L "" 6 HD9826 24.19934 41.40546
HD19994 "" 0.731 0.761 0.01 H 0.448 1 7 "LD coeff from 2011A&A...529A..75C" 2016A&A...586A..94L "" 2 HD19994 48.19349 -1.19610
HD75732 "" 0.687 0.724 0.011 H 0.561 1 7 "LD coeff from 2011A&A...529A..75C" 2016A&A...586A..94L "" 2 HD75732 133.14921 28.33082
HD167042 "" 0.998 1.056 0.013 H 0.616 1 7 "LD coeff from 2011A&A...529A..75C" 2016A&A...586A..94L "" 1 HD167042 272.63184 54.28655
HD170693 "" 1.965 2.097 0.009 H 0.634 1 7 "LD coeff from 2011A&A...529A..75C" 2016A&A...586A..94L "" 2 HD170693 276.49641 65.56347
HD173416 "" 0.937 0.995 0.033 H 0.608 1 7 "LD coeff from 2011A&A...529A..75C" 2016A&A...586A..94L "" 0 HD173416 280.90046 36.55661
HD185395 "" 0.726 0.749 0.007 H 0.355 1 7 "LD coeff from 2011A&A...529A..75C" 2016A&A...586A..94L "" 7 HD185395 294.11056 50.22110
HD190360 "" 0.596 0.622 0.006 H 0.48 1 7 "LD coeff from 2011A&A...529A..75C" 2016A&A...586A..94L "" 3 HD190360 300.90585 29.89680
HD217014 "" 0.624 0.65 0.013 H 0.458 1 7 "LD coeff from 2011A&A...529A..75C" 2016A&A...586A..94L "" 5 HD217014 344.36658 20.76883
HD221345 "" 1.404 1.489 0.029 H 0.614 1 7 "LD coeff from 2011A&A...529A..75C" 2016A&A...586A..94L "" 1 HD221345 352.82255 39.23620
HD1367 "" 0.719 0.754 0.013 H 0.505 1 7 "LD coeff from 2011A&A...529A..75C" 2016A&A...586A..94L "" 0 HD1367 4.44874 1.68873
HD1671 "" 0.582 0.6 0.006 H 0.359 1 7 "LD coeff from 2011A&A...529A..75C" 2016A&A...586A..94L "" 2 HD1671 5.28029 37.96860
HD154633 "" 0.763 0.804 0.011 H 0.569 1 7 "LD coeff from 2011A&A...529A..75C" 2016A&A...586A..94L "" 0 HD154633 255.56562 64.60074
HD161178 "" 0.897 0.944 0.04 H 0.545 1 7 "LD coeff from 2011A&A...529A..75C" 2016A&A...586A..94L "" 0 HD161178 264.28702 72.45579
HD168151 "" 0.642 0.664 0.014 H 0.386 1 7 "LD coeff from 2011A&A...529A..75C" 2016A&A...586A..94L "" 3 HD168151 273.47430 64.39728
HD209369 "" 0.601 0.621 0.017 H 0.38 1 7 "LD coeff from 2011A&A...529A..75C" 2016A&A...586A..94L "" 2 HD209369 329.81236 73.17989
HD218560 "" 0.875 0.927 0.02 H 0.6 1 7 "LD coeff from 2011A&A...529A..75C" 2016A&A...586A..94L "" 0 HD218560 346.98835 64.22252
HD69243 "R Cnc" 13.2 "" 0.3 K "" 1 8 "Mira Variable, UD_MEAS only a byproduct." 2016A&A...587A..12W "" 1 HD69243 124.14093 11.72625
HD69243 "R Cnc" 13.3 "" 0.2 K "" 1 8 "Mira Variable, UD_MEAS only a byproduct." 2016A&A...587A..12W "" 1 HD69243 124.14093 11.72625
HD69243 "R Cnc" 13.1 "" 0.4 K "" 1 8 "Mira Variable, UD_MEAS only a byproduct." 2016A&A...587A..12W "" 1 HD69243 124.14093 11.72625
HD299011 "W Vel" 7.4 "" 0.2 K "" 1 8 "Mira Variable, UD_MEAS only a byproduct." 2016A&A...587A..12W "" 0 HD299011 153.81179 -54.47833
HD299011 "W Vel" 7.4 "" 0.1 K "" 1 8 "Mira Variable, UD_MEAS only a byproduct." 2016A&A...587A..12W "" 0 HD299011 153.81179 -54.47833
HD83048 "X Hya" 6.2 "" 0.1 K "" 1 8 "Mira Variable, UD_MEAS only a byproduct." 2016A&A...587A..12W "" 0 HD83048 143.87610 -14.69129
HD83048 "X Hya" 5.7 "" 0.1 K "" 1 8 "Mira Variable, UD_MEAS only a byproduct." 2016A&A...587A..12W "" 0 HD83048 143.87610 -14.69129
HD222800 "R Aqr" 18.4 "" 0.4 K "" 1 8 "Mira Variable, UD_MEAS only a byproduct." 2016A&A...587A..12W "" 4 HD222800 355.95610 -15.28450
HD14386 "omi Cet" 28.6 "" 1 K "" 1 8 "Mira Variable, UD_MEAS only a byproduct." 2016A&A...587A..12W "" 16 HD14386 34.83663 -2.97764
HD14386 "omi Cet" 28.3 "" 1.5 K "" 1 8 "Mira Variable, UD_MEAS only a byproduct." 2016A&A...587A..12W "" 16 HD14386 34.83663 -2.97764
HD84748 "R Leo" 29.6 "" 1.3 K "" 1 8 "Mira Variable, UD_MEAS only a byproduct." 2016A&A...587A..12W "" 10 HD84748 146.88952 11.42884
HD161592 "X Sgr" 1.3428 "" 0.0595 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 9 HD161592 266.89010 -27.83079
HD161592 "X Sgr" 1.2791 "" 0.017 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 9 HD161592 266.89010 -27.83079
HD161592 "X Sgr" 1.3185 "" 0.017 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 9 HD161592 266.89010 -27.83079
HD161592 "X Sgr" 1.3507 "" 0.017 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 9 HD161592 266.89010 -27.83079
HD161592 "X Sgr" 1.4098 "" 0.017 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 9 HD161592 266.89010 -27.83079
HD164975 "W Sgr" 1.1978 "" 0.017 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 11 HD164975 271.25511 -29.58008
HD164975 "W Sgr" 1.0778 "" 0.017 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 11 HD164975 271.25511 -29.58008
HD164975 "W Sgr" 1.0995 "" 0.017 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 11 HD164975 271.25511 -29.58008
HD164975 "W Sgr" 1.1606 "" 0.017 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 11 HD164975 271.25511 -29.58008
HD164975 "W Sgr" 1.1184 "" 0.017 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 11 HD164975 271.25511 -29.58008
HD164975 "W Sgr" 1.1711 "" 0.017 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 11 HD164975 271.25511 -29.58008
HD52973 "" 1.5372 "" 0.0425 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 18 HD52973 106.02721 20.57030
HD52973 "" 1.5871 "" 0.0425 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 18 HD52973 106.02721 20.57030
HD52973 "" 1.6047 "" 0.069 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 18 HD52973 106.02721 20.57030
HD52973 "" 1.566 "" 0.0425 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 18 HD52973 106.02721 20.57030
HD37350 "" 1.6857 "" 0.012 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 14 HD37350 83.40630 -62.48981
HD37350 "" 1.7584 "" 0.012 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 14 HD37350 83.40630 -62.48981
HD37350 "" 1.816 "" 0.012 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 14 HD37350 83.40630 -62.48981
HD37350 "" 1.7939 "" 0.012 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 14 HD37350 83.40630 -62.48981
HD37350 "" 1.6022 "" 0.012 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 14 HD37350 83.40630 -62.48981
HD37350 "" 1.7098 "" 0.012 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 14 HD37350 83.40630 -62.48981
HD84810 "l Car" 3.1059 "" 0.099 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 9 HD84810 146.31171 -62.50791
HD84810 "l Car" 3.0803 "" 0.0575 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 9 HD84810 146.31171 -62.50791
HD84810 "l Car" 3.1143 "" 0.0575 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 9 HD84810 146.31171 -62.50791
HD84810 "l Car" 2.6383 "" 0.016 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 9 HD84810 146.31171 -62.50791
HD84810 "l Car" 2.6009 "" 0.016 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 9 HD84810 146.31171 -62.50791
HD84810 "l Car" 2.5999 "" 0.016 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 9 HD84810 146.31171 -62.50791
HD84810 "l Car" 2.6038 "" 0.016 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 9 HD84810 146.31171 -62.50791
HD84810 "l Car" 2.6156 "" 0.016 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 9 HD84810 146.31171 -62.50791
HD84810 "l Car" 2.843 "" 0.016 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 9 HD84810 146.31171 -62.50791
HD84810 "l Car" 2.8913 "" 0.016 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 9 HD84810 146.31171 -62.50791
HD84810 "l Car" 3.0929 "" 0.016 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 9 HD84810 146.31171 -62.50791
HD84810 "l Car" 3.1117 "" 0.016 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 9 HD84810 146.31171 -62.50791
HD84810 "l Car" 3.1089 "" 0.016 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 9 HD84810 146.31171 -62.50791
HD84810 "l Car" 3.1104 "" 0.016 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 9 HD84810 146.31171 -62.50791
HD84810 "l Car" 3.0888 "" 0.016 H "" 1 7 "Time serie of pulsating Cepheid." 2016A&A...587A.117B "" 9 HD84810 146.31171 -62.50791
HD39801 Betelgeuse "" 43.15 0.5 H "" 1 7 "Best fit with hotspot and poser-law LDD model from 1997A&A...327..199H" 2016A&A...588A.130M "" 24 HD39801 88.79294 7.40706
HD24712 "DO Eri" 0.3225 0.335 0.009 R 0.508 1 4 "Linear LD coeff from 2011A&A...529A..75C. R-band UD preferred." 2016A&A...590A.117P "" 0 HD24712 58.81721 -12.09909
"GJ 65A" "" 0.558 0.573 0.02 H "" 1 7 "UD to LD conversion using coefficients from 2012A&A...546A..14C" 2016A&A...593A.127K "" 0 "GJ 65A" 24.75574 -17.95067
"GJ 65B" "" 0.539 0.554 0.021 H "" 1 7 "UD to LD conversion using coefficients from 2012A&A...546A..14C" 2016A&A...593A.127K "" 0 "GJ 65B" 24.75681 -17.95031
HD10761 "omi Psc" 2.17 "" 0.01 "0.81 mu" "" 2 5 "" 2016AJ....151...10R "" 2 HD10761 26.34844 9.15775
HIP9983 "HR 619" 1.85 "" 0.01 "0.81 mu" "" 2 5 "" 2016AJ....151...10R "" 0 HIP9983 32.13983 44.45943
HD86663 "pi Leo" 4.35 "" 0.01 "0.81 mu" "" 2 5 "" 2016AJ....151...10R "" 7 HD86663 150.05336 8.04422
HD98118 "75 Leo" 2.94 "" 0.03 "0.81 mu" "" 2 5 "" 2016AJ....151...10R "" 1 HD98118 169.32250 2.01056
HD2774 "" 1.269 1.303 0.023 K' 0.31 1 8 "UD to LD coeff from 2011A&A...529A..75C" 2016AJ....152...66B "" 1 HD2774 7.92149 52.83953
HD6497 "" 0.715 0.731 0.044 K' 0.29 1 8 "UD to LD coeff from 2011A&A...529A..75C" 2016AJ....152...66B "" 1 HD6497 16.75073 56.93497
HD13982 "" 1.14 1.169 0.032 K' 0.31 1 8 "UD to LD coeff from 2011A&A...529A..75C" 2016AJ....152...66B "" 1 HD13982 34.49953 57.89982
HD31579 "" 1.54 1.593 0.008 K' 0.36 1 8 "UD to LD coeff from 2011A&A...529A..75C" 2016AJ....152...66B "" 0 HD31579 74.94303 53.15545
HD153956 "" 0.96 0.983 0.023 K' 0.29 1 8 "UD to LD coeff from 2011A&A...529A..75C" 2016AJ....152...66B "" 0 HD153956 254.83966 56.68861
HD157681 "" 1.848 1.908 0.013 K' 0.34 1 8 "UD to LD coeff from 2011A&A...529A..75C" 2016AJ....152...66B "" 0 HD157681 260.43903 53.42043
HD184293 "" 1.511 1.548 0.022 K' 0.29 1 8 "UD to LD coeff from 2011A&A...529A..75C" 2016AJ....152...66B "" 0 HD184293 292.83055 50.30671
HD216174 "" 1.556 1.598 0.012 K' 0.32 1 8 "UD to LD coeff from 2011A&A...529A..75C" 2016AJ....152...66B "" 0 HD216174 342.44298 55.90278
HD218029 "" 1.809 1.862 0.044 K' 0.33 1 8 "UD to LD coeff from 2011A&A...529A..75C" 2016AJ....152...66B "" 1 HD218029 345.88701 67.20921
HD432 "FK5 2" 2.145 2.218 0.058 "700 nm" 1.034 1 4 "Limb-Darkening correction from 1999AJ....118.3032N" 2016ApJS..227....4H "" 8 HD432 2.29452 59.14978
HD12929 "FK5 74" 6.389 6.792 0.043 "700 nm" 1.063 1 4 "Limb-Darkening correction from 1999AJ....118.3032N" 2016ApJS..227....4H "" 9 HD12929 31.79336 23.46242
HD62509 "FK5 295" 7.578 8.018 0.043 "700 nm" 1.058 1 4 "Limb-Darkening correction from 1999AJ....118.3032N" 2016ApJS..227....4H "" 14 HD62509 116.32896 28.02620
HD94264 "FK5 412" 2.327 2.462 0.054 "700 nm" 1.058 1 4 "Limb-Darkening correction from 1999AJ....118.3032N" 2016ApJS..227....4H "" 2 HD94264 163.32794 34.21487
HD140573 "FK5 582" 4.522 4.807 0.035 "700 nm" 1.063 1 4 "Limb-Darkening correction from 1999AJ....118.3032N" 2016ApJS..227....4H "" 6 HD140573 236.06698 6.42563
HD148387 "HR 6132" 3.174 3.355 0.077 "700 nm" 1.057 1 4 "Limb-Darkening correction from 1999AJ....118.3032N" 2016ApJS..227....4H "" 8 HD148387 245.99786 61.51421
HD153210 "FK5 633" 3.394 3.608 0.041 "700 nm" 1.063 1 4 "Limb-Darkening correction from 1999AJ....118.3032N" 2016ApJS..227....4H "" 2 HD153210 254.41707 9.37503
HD161096 "FK5 665" 4.231 4.498 0.032 "700 nm" 1.063 1 4 "Limb-Darkening correction from 1999AJ....118.3032N" 2016ApJS..227....4H "" 4 HD161096 265.86814 4.56730
HD168723 "FK5 688" 2.894 3.062 0.048 "700 nm" 1.058 1 4 "Limb-Darkening correction from 1999AJ....118.3032N" 2016ApJS..227....4H "" 4 HD168723 275.32750 -2.89883
HD198149 "FK5 783" 2.729 2.882 0.088 "700 nm" 1.056 1 4 "Limb-Darkening correction from 1999AJ....118.3032N" 2016ApJS..227....4H "" 7 HD198149 311.32240 61.83878
HD222404 "FK5 893" 3.144 3.329 0.042 "700 nm" 1.059 1 4 "Limb-Darkening correction from 1999AJ....118.3032N" 2016ApJS..227....4H "" 5 HD222404 354.83709 77.63236
HD84810 "" 3.0976 3.2484 0.0004 H "" 1 7 "Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting." 2016MNRAS.455.4231A "" 9 HD84810 146.31171 -62.50791
HD84810 "" 3.0972 3.248 0.0004 H "" 1 7 "Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting." 2016MNRAS.455.4231A "" 9 HD84810 146.31171 -62.50791
HD84810 "" 3.097 3.2482 0.0004 H "" 1 7 "Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting." 2016MNRAS.455.4231A "" 9 HD84810 146.31171 -62.50791
HD84810 "" 3.0848 3.2359 0.0007 H "" 1 7 "Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting." 2016MNRAS.455.4231A "" 9 HD84810 146.31171 -62.50791
HD84810 "" 2.6383 2.7313 0.0003 H "" 1 7 "Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting." 2016MNRAS.455.4231A "" 9 HD84810 146.31171 -62.50791
HD84810 "" 2.6008 2.6918 0.001 H "" 1 7 "Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting." 2016MNRAS.455.4231A "" 9 HD84810 146.31171 -62.50791
HD84810 "" 2.5999 2.6905 0.0004 H "" 1 7 "Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting." 2016MNRAS.455.4231A "" 9 HD84810 146.31171 -62.50791
HD84810 "" 2.6037 2.6947 0.0003 H "" 1 7 "Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting." 2016MNRAS.455.4231A "" 9 HD84810 146.31171 -62.50791
HD84810 "" 2.6156 2.7058 0.0004 H "" 1 7 "Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting." 2016MNRAS.455.4231A "" 9 HD84810 146.31171 -62.50791
HD84810 "" 2.843 2.939 0.0026 H "" 1 7 "Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting." 2016MNRAS.455.4231A "" 9 HD84810 146.31171 -62.50791
HD84810 "" 2.8913 2.9887 0.0037 H "" 1 7 "Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting." 2016MNRAS.455.4231A "" 9 HD84810 146.31171 -62.50791
HD84810 "" 3.0929 3.2531 0.0003 H "" 1 7 "Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting." 2016MNRAS.455.4231A "" 9 HD84810 146.31171 -62.50791
HD84810 "" 3.1117 3.2672 0.0004 H "" 1 7 "Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting." 2016MNRAS.455.4231A "" 9 HD84810 146.31171 -62.50791
HD84810 "" 3.1089 3.2726 0.0003 H "" 1 7 "Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting." 2016MNRAS.455.4231A "" 9 HD84810 146.31171 -62.50791
HD84810 "" 3.1104 3.2723 0.0004 H "" 1 7 "Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting." 2016MNRAS.455.4231A "" 9 HD84810 146.31171 -62.50791
HD84810 "" 3.0888 3.2438 0.0005 H "" 1 7 "Time serie of pulsating Cepheid. Work uses Neilson & Lester 2013  spherical SATLAS model with pertinent stellar parameters for LDD fitting." 2016MNRAS.455.4231A "" 9 HD84810 146.31171 -62.50791
HD4502 "Zeta And" "" 2.502 0.008 K "" 1 8 "LDD Diameter as one of the best-fit parameter of the SURFING code. Oblateness is 1.06" 2016Natur.533..217R "" 4 HD4502 11.83469 24.26718
"V766 Cen" "V766 Cen" 3.87 3.86 0.9 K "" 1 8 "Mira Variable, LDD from grid of PHOENIX atmospheres" 2017A&A...597A...9W "" 0 "V766 Cen" 206.79528 -62.58971
HD157999 "sig Oph" 3.35 3.41 0.9 K "" 1 8 "Mira Variable, LDD from grid of PHOENIX atmospheres" 2017A&A...597A...9W "" 2 HD157999 261.62867 4.14036
HD160371 "BM Sco" 2.45 2.49 0.35 K "" 1 8 "Mira Variable, LDD from grid of PHOENIX atmospheres" 2017A&A...597A...9W "" 0 HD160371 265.24394 -32.21446
HD206859 "" 1.83 1.86 0.5 K "" 1 8 "Mira Variable, LDD from grid of PHOENIX atmospheres" 2017A&A...597A...9W "" 2 HD206859 326.12790 17.35002
HD119796 "V766 Cen" 3.87 3.86 0.9 K "" 1 8 "LDD from a PHOENIX model atmosphere fit." 2017A&A...597A...9W "" 0 HD119796 206.79528 -62.58971
HD157999 "Sigma Oph" 3.41 3.35 0.9 K "" 1 8 "LDD from a PHOENIX model atmosphere fit." 2017A&A...597A...9W "" 2 HD157999 261.62867 4.14036
HD160371 "BM Sco" 2.49 2.45 0.35 K "" 1 8 "LDD from a PHOENIX model atmosphere fit." 2017A&A...597A...9W "" 0 HD160371 265.24394 -32.21446
HD206859 "9 Peg" 1.86 1.83 0.5 K "" 1 8 "LDD from a PHOENIX model atmosphere fit." 2017A&A...597A...9W "" 2 HD206859 326.12790 17.35002
HD128620 "alpha Cen A" "" 8.502 0.038 H "" 1 7 "LDD from Power-Law parametric model fit better than any other types of LDD laws." 2017A&A...597A.137K "" 5 HD128620 219.90206 -60.83399
HD128621 "alpha Cen B" "" 5.999 0.025 H "" 1 7 "LDD from Power-Law parametric model fit better than any other types of LDD laws." 2017A&A...597A.137K "" 5 HD128621 219.89610 -60.83753
HD128620 "Alf Cen A" "" 8.502 0.038 H "" 1 7 "power-law  scaled sun  LD model; authors find a discrepancy with current stellar models." 2017A&A...597A.137K "" 5 HD128620 219.90206 -60.83399
HD128621 "Alf Cen B" "" 5.999 0.025 H "" 1 7 "power-law  scaled sun  LD model; authors find a discrepancy with current stellar models." 2017A&A...597A.137K "" 5 HD128621 219.89610 -60.83753
HD68860 "RS Pup" 0.86 0.031 "" H "" 1 7 "Time serie of pulsating Cepheid." 2017A&A...600A.127K "" 11 HD68860 123.26757 -34.57853
HD68860 "RS Pup" 0.801 0.027 "" H "" 1 7 "Time serie of pulsating Cepheid." 2017A&A...600A.127K "" 11 HD68860 123.26757 -34.57853
